SampleID	phylum_Actinobacteria	phylum_Bacteroidetes	phylum_Firmicutes	phylum_Proteobacteria	phylum_Verrucomicrobia	phylum_unclassified_Bacteria	class_Actinobacteria	class_Bacilli	class_Bacteroidia	class_Betaproteobacteria	class_Clostridia	class_Deltaproteobacteria	class_Erysipelotrichia	class_Gammaproteobacteria	class_Negativicutes	class_Verrucomicrobiae	class_unclassified_Bacteria	class_unclassified_Firmicutes	order_Bacteroidales	order_Burkholderiales	order_Clostridiales	order_Coriobacteriales	order_Desulfovibrionales	order_Enterobacteriales	order_Erysipelotrichales	order_Lactobacillales	order_Selenomonadales	order_Verrucomicrobiales	order_unclassified_Bacteria	order_unclassified_Firmicutes	family_Acidaminococcaceae	family_Bacteroidaceae	family_Clostridiaceae.1	family_Clostridiales_Incertae.Sedis.XIII	family_Coriobacteriaceae	family_Desulfovibrionaceae	family_Enterobacteriaceae	family_Erysipelotrichaceae	family_Lachnospiraceae	family_Peptostreptococcaceae	family_Porphyromonadaceae	family_Prevotellaceae	family_Rikenellaceae	family_Ruminococcaceae	family_Streptococcaceae	family_Sutterellaceae	family_Veillonellaceae	family_Verrucomicrobiaceae	family_unclassified_Bacteria	family_unclassified_Clostridiales	family_unclassified_Firmicutes	genus_Akkermansia	genus_Alistipes	genus_Anaerotruncus	genus_Anaerovorax	genus_Bacteroides	genus_Barnesiella	genus_Bilophila	genus_Blautia	genus_Butyricicoccus	genus_Butyricimonas	genus_Clostridium.IV	genus_Clostridium.XI	genus_Clostridium.XVIII	genus_Clostridium.XlVa	genus_Clostridium.XlVb	genus_Clostridium.sensu.stricto	genus_Collinsella	genus_Coprococcus	genus_Dorea	genus_Eggerthella	genus_Erysipelotrichaceae_incertae_sedis	genus_Faecalibacterium	genus_Flavonifractor	genus_Holdemania	genus_Lachnospiracea_incertae_sedis	genus_Odoribacter	genus_Oscillibacter	genus_Parabacteroides	genus_Parasutterella	genus_Phascolarctobacterium	genus_Prevotella	genus_Pseudoflavonifractor	genus_Roseburia	genus_Ruminococcus	genus_Streptococcus	genus_Veillonella	genus_unclassified_Bacteria	genus_unclassified_Clostridiales	genus_unclassified_Clostridiales_Incertae.Sedis.XIII	genus_unclassified_Coriobacteriaceae	genus_unclassified_Erysipelotrichaceae	genus_unclassified_Firmicutes	genus_unclassified_Lachnospiraceae	genus_unclassified_Porphyromonadaceae	genus_unclassified_Ruminococcaceae
ZY1ZKJY-06	0.026018601	0.338518601	0.352579717	0.179749779	0.000498229	0.101306466	0.026018601	0.00044287	0.338407883	0.178974756	0.344386625	0.000719663	0.004705492	5.54E-05	0.002491143	0.000498229	0.101306466	0.000553587	0.338407883	0.178974756	0.344386625	0.026018601	0.000719663	5.54E-05	0.004705492	0.00044287	0.002491143	0.000498229	0.101306466	0.000553587	0.002380425	0.229960142	0	5.54E-05	0.026018601	0.000719663	5.54E-05	0.004705492	0.128930469	0.002712578	0.043124446	0.027956156	0.014946856	0.204937998	0.00044287	0.178974756	0.000110717	0.000498229	0.101306466	0.007750221	0.000553587	0.000498229	0.014946856	0.000221435	5.54E-05	0.229960142	0.006255536	0.000276794	0.008635961	0.000996457	0.002269708	0.000498229	0.002712578	0.004373339	0.000276794	0.001051816	0	0.023582817	0.001937555	0.002491143	0	0.000221435	0.156997343	0.000498229	5.54E-05	0.060064216	0.001550044	0.01954163	0.027845438	0.000996457	0.002380425	0.01389504	0.000332152	0.005425155	0.001550044	0.000276794	0.000110717	0.101306466	0.007750221	0	0.001273251	0	0.000553587	0.04904783	0.00520372	0.023914969
ZY1ZKJY-07	0.004395096	0.634281749	0.157915028	0.140026216	0.000539749	0.062302413	0.004395096	7.71E-05	0.634281749	0.139872002	0.152209114	7.71E-05	0.001156604	7.71E-05	0.004317989	0.000539749	0.062302413	0.000154214	0.634281749	0.139872002	0.152209114	0.004395096	7.71E-05	7.71E-05	0.001156604	7.71E-05	0.004317989	0.000539749	0.062302413	0.000154214	0.004317989	0.078571979	0	0	0.004395096	7.71E-05	7.71E-05	0.001156604	0.054206184	0.000154214	0.496645848	0.027450073	0.006554091	0.094764438	7.71E-05	0.139872002	0	0.000539749	0.062302413	0.003084278	0.000154214	0.000539749	0.006554091	7.71E-05	0	0.078571979	0.00454931	0	0.003238492	0.001156604	0.003315599	0.000308428	0.000154214	0.001079497	0.000539749	0.000848176	0	0.003392706	0.001079497	0.000616856	0	0	0.048037628	0.000385535	0	0.019276737	0.000308428	0.011488935	0.01087208	0.000231321	0.004317989	0.021204411	0	0.004780631	0.000231321	7.71E-05	0	0.062302413	0.003084278	0	0.000462642	7.71E-05	0.000154214	0.023826047	0.477600432	0.032693346
ZY1ZKJY-08	0.001751667	0.556053358	0.316310719	0.05150576	0.001717982	0.072155225	0.001751667	0.000336859	0.555918615	0.050663612	0.299871994	0.000842148	0.007511958	0	0.007040356	0.001684296	0.072155225	0.001549552	0.555918615	0.050663612	0.299871994	0.001751667	0.000842148	0	0.007511958	0.000303173	0.007040356	0.001684296	0.072155225	0.001549552	0.007040356	0.382436165	0.000101058	0.000404231	0.001751667	0.000842148	0	0.007511958	0.194839318	6.74E-05	0.127703294	0.026813986	0.011891127	0.100080846	0.000303173	0.050663612	0	0.001684296	0.072155225	0.004379169	0.001549552	0.001684296	0.011891127	0	0.000235801	0.382436165	0.008589908	0.000134744	0.011116351	0.000774776	0.002661187	0.000437917	6.74E-05	0.007242471	0.000707404	0.000976891	0.000101058	0.001381122	0.003907566	0.002054841	0	0.000101058	0.027723506	3.37E-05	6.74E-05	0.110658223	0.000976891	0.011520582	0.032035303	0.000538975	0.007040356	0.010375261	0.000471603	0.002155898	6.74E-05	0.000303173	0	0.072155225	0.004379169	0.00016843	0.000269487	0.000101058	0.001549552	0.063262144	0.083440005	0.058916661
ZY1ZKJY-09	0.00534858	0.762910365	0.212974917	0.016829583	0	0.001844338	0.00534858	0.001014386	0.762910365	0.003780893	0.200617853	0.001498525	0.005325526	0.011434895	0.005878827	0	0.001844338	0.000138325	0.762910365	0.003780893	0.200617853	0.005256363	0.001498525	0.011434895	0.005325526	0.001014386	0.005878827	0	0.001844338	0.000138325	0.005878827	0.664053855	0	0.005533014	0.005256363	0.001498525	0.011434895	0.005325526	0.083848211	0	0.031399852	0.000207488	0.067018628	0.108470122	0.000853006	0.00251291	0	0	0.001844338	0.002766507	0.000138325	0	0.067018628	0.000853006	0.000230542	0.664053855	0	0.001291037	0.005855773	9.22E-05	0.003388971	0.000899115	0	0	0.000691627	0.011942088	0	0.00371173	0.005256363	0.007884544	0.000253596	0.00016138	0.003227591	0.020656584	0.00016138	0.041820361	0.004933604	0.013578938	0.005579122	0.00251291	0.005002767	0.000207488	0	0.001106603	0.010651051	0.000322759	0	0.001844338	0.002766507	0.005302471	0.000922169	0.004979712	0.000138325	0.009244744	0.017498156	0.058211914
ZY1ZKJY-10	0.001071237	0.699946438	0.229084092	0.052383503	5.36E-05	0.017032673	0.001071237	0.000107124	0.699839314	0.051526513	0.21665774	0.00085699	0.00316015	0	0.007980718	5.36E-05	0.017032673	0.001178361	0.699839314	0.051526513	0.21665774	0.001071237	0.00085699	0	0.00316015	5.36E-05	0.007980718	5.36E-05	0.017032673	0.001178361	0.007980718	0.445474022	0	0.000267809	0.001071237	0.00085699	0	0.00316015	0.177182646	0.000321371	0.210605249	0.014568827	0.017139796	0.037118372	5.36E-05	0.051526513	0	5.36E-05	0.017032673	0.001767542	0.001178361	5.36E-05	0.017139796	0.000267809	0.000267809	0.445474022	0.01006963	5.36E-05	0.005570434	0.001553294	0.000642742	0.000107124	0.000321371	0.002731655	0.000482057	0.000803428	0	0.000964114	0.001928227	0.000910552	0	5.36E-05	0.017193358	0.000374933	0	0.113658275	0.001553294	0.006159614	0.013765399	0.000482057	0.007980718	0.008677022	0	0.003963578	0	5.36E-05	0	0.017032673	0.001767542	0	5.36E-05	0.000267809	0.001178361	0.049866095	0.184574183	0.011462239
ZY1ZKJY-11	0.004952011	0.64876455	0.247039003	0.053757402	0.000663672	0.04415969	0.004952011	0.00030631	0.648662446	0.051766388	0.234888707	0.001888912	0.003420462	5.11E-05	0.007453543	0.000663672	0.04415969	0.000969982	0.648662446	0.051766388	0.234888707	0.00490096	0.001888912	5.11E-05	0.003420462	0.00030631	0.007453543	0.000663672	0.04415969	0.000969982	0.007453543	0.451092506	0	0.000357362	0.00490096	0.001888912	5.11E-05	0.003420462	0.139371043	0	0.158107004	0.016591791	0.016387584	0.090871962	0.00030631	0.051766388	0	0.000663672	0.04415969	0.00428834	0.000969982	0.000663672	0.016387584	5.11E-05	0.000204207	0.451092506	0.010159281	0.000153155	0.010669798	0.00122524	0.003165203	0.000204207	0	0.003267307	0.001021033	0.00091893	0	0.00428834	0.00275679	0.0030631	0	0.000102103	0.064274045	0.000357362	0	0.075607515	0.002399428	0.00367572	0.017459669	0.00061262	0.007453543	0.005921993	0.000204207	0.00398203	0.000102103	0.00030631	0	0.04415969	0.00428834	0.000153155	0.000459465	0	0.000969982	0.041300796	0.124923423	0.020624872
ZY1ZKJY-2011	0.002050663	0.651869723	0.280699638	0.036429433	0.001809409	0.026658625	0.002050663	0	0.651869723	0.035946924	0.273703257	0.000482509	0.001688782	0	0.004101327	0.001688782	0.026658625	0.001206273	0.651869723	0.035946924	0.273703257	0.002050663	0.000482509	0	0.001688782	0	0.004101327	0.001688782	0.026658625	0.001206273	0.004101327	0.543546441	0.000120627	0.000241255	0.002050663	0.000482509	0	0.001688782	0.14451146	0	0.060193004	0.031845597	0.011821472	0.126055489	0	0.035343788	0	0.001688782	0.026658625	0.002774427	0.001206273	0.001688782	0.011821472	0.000120627	0.000241255	0.543546441	0.01145959	0.000241255	0.007599517	0.001447527	0.003015682	0.002171291	0	0.001568154	0.000361882	0.000482509	0.000120627	0.002050663	0.001568154	0.002895054	0	0	0.074788902	0.000241255	0.000120627	0.07225573	0.002412545	0.011097708	0.041013269	0.000361882	0.004101327	0.022677925	0.000120627	0.005066345	0.002774427	0	0	0.026658625	0.002774427	0	0	0	0.001206273	0.054282268	0.002291918	0.033172497
ZY1ZKJY-2012	0.00296227	0.573277206	0.375974431	0.016058622	0.001325226	0.029934518	0.00296227	0	0.573277206	0.015357031	0.362098534	0.00070159	0.00296227	0	0.00748363	0.001325226	0.029934518	0.003429997	0.573277206	0.015357031	0.362098534	0.00296227	0.00070159	0	0.00296227	0	0.00748363	0.001325226	0.029934518	0.003429997	0.00748363	0.479420019	0.000155909	0.000389772	0.00296227	0.00070159	0	0.00296227	0.17438416	0.000389772	0.042874961	0.0304802	0.018631119	0.181244153	0	0.015045214	0	0.001325226	0.029934518	0.005534768	0.003429997	0.001325226	0.018631119	0.000155909	0.000389772	0.479420019	0.016916121	7.80E-05	0.013252261	0.001481135	0.003585906	0.00452136	0.000389772	0.002806361	0.001169317	0.001013408	0.000155909	0.002572498	0.004677268	0.002572498	0	7.80E-05	0.105004677	0.000467727	0	0.088556283	0.002884316	0.013642033	0.018553165	0.001013408	0.00748363	0.018007484	0.000545681	0.001792953	0.005768631	0	0	0.029934518	0.005534768	0	0.000233863	7.80E-05	0.003429997	0.061194263	0.000935454	0.049423137
ZY1ZKJY-2014	0.006168831	0.571590909	0.365422078	0.010064935	0.003084416	0.043668831	0.006168831	0.000324675	0.571266234	0.00974026	0.356331169	0.000324675	0.001298701	0	0.005681818	0.003084416	0.043668831	0.001785714	0.571266234	0.00974026	0.356331169	0.006168831	0.000324675	0	0.001298701	0	0.005681818	0.003084416	0.043668831	0.001785714	0.005681818	0.468181818	0	0.001136364	0.006168831	0.000324675	0	0.001298701	0.17775974	0	0.041883117	0.038636364	0.019318182	0.17224026	0	0.00974026	0	0.003084416	0.043668831	0.005194805	0.001785714	0.003084416	0.019318182	0.000162338	0.000974026	0.468181818	0.009090909	0	0.011201299	0.000487013	0.001298701	0.000324675	0	0.001136364	0.000487013	0	0	0.005357143	0.00275974	0.003733766	0	0.000162338	0.100974026	0.000324675	0	0.098051948	0.00211039	0.016883117	0.028733766	0.000811688	0.005681818	0.030194805	0.000324675	0.003409091	0.004220779	0	0	0.043668831	0.005194805	0.000162338	0.000324675	0	0.001785714	0.057792208	0.000649351	0.048538961
ZY1ZKJY-2015	0.002358713	0.588357392	0.281724691	0.064251344	0.005660911	0.057269554	0.002358713	0.000188697	0.588168695	0.063024814	0.271440702	0.001226531	0.002170016	0	0.004811775	0.00509482	0.057269554	0.003113501	0.588168695	0.063024814	0.271440702	0.002358713	0.001132182	0	0.002170016	9.43E-05	0.004811775	0.00509482	0.057269554	0.003113501	0.004811775	0.39805642	0	0	0.002358713	0.001132182	0	0.002170016	0.17699783	9.43E-05	0.104443815	0.055382583	0.021134069	0.091895462	9.43E-05	0.063024814	0	0.00509482	0.057269554	0.002453062	0.003113501	0.00509482	0.021134069	9.43E-05	0	0.39805642	0.011604868	9.43E-05	0.007076139	0.000849137	0.002641759	0.001132182	9.43E-05	0.00188697	0.000283046	0.000471743	0	0.001792622	0.001981319	0.000566091	0	9.43E-05	0.043022927	0	0	0.10095292	0.002924804	0.011038777	0.086328899	0.001509576	0.004811775	0.039154637	0	0.008397019	0.000849137	9.43E-05	0	0.057269554	0.002453062	0	0.000188697	0	0.003113501	0.056986508	0.000943485	0.034814605
ZXSO14L-02	0.001348247	0.705982223	0.285079397	0.000649156	0.000399481	0.006142015	0.001348247	0.004993508	0.705982223	9.99E-05	0.243982822	4.99E-05	0.013832018	0.000449416	0.021871567	0.000399481	0.006142015	0.000399481	0.705982223	9.99E-05	0.243882952	0.001248377	4.99E-05	0.000399481	0.013832018	0.004943573	0.021871567	0.000399481	0.006142015	0.000399481	0.00019974	0.033806052	0.001747728	0.002796365	0.001248377	4.99E-05	0.000399481	0.013832018	0.130280635	0.003345651	0.026066114	0.636422651	0.009687406	0.102916209	0.002097274	9.99E-05	0.021671827	0.000399481	0.006142015	0.00274643	0.000399481	0.000399481	0.009687406	0	4.99E-05	0.033806052	4.99E-05	0	0.020223709	0.001148507	0.00019974	0.00019974	0.003345651	0	0.004194547	0.001897533	0.001747728	0.000749026	0.008488964	0.006142015	0	0.005742535	0.011235394	9.99E-05	0	0.030210726	0.000898832	0.002247079	0.011235394	0	4.99E-05	0.603565365	0	0.030510337	0.015380006	0.002047338	9.99E-05	0.006142015	0.00274643	0.000649156	0.000249675	0.000349546	0.000399481	0.027863777	0.013682213	0.072605613
ZXKBAO5-04	0.002450308	0.396419624	0.524896228	0.000347432	0.002322307	0.073564101	0.002450308	0.003437746	0.396419624	0.000329146	0.489074186	0	0.018194452	1.83E-05	0.007826357	0.002322307	0.073564101	0.006363487	0.396419624	0.000329146	0.489037614	0.002450308	0	1.83E-05	0.018194452	0.003437746	0.007826357	0.002322307	0.073564101	0.006363487	0	0.354599813	0.001371441	0.000585148	0.002450308	0	1.83E-05	0.018194452	0.347486606	0.001060581	0.013056119	0.003309745	0.025453947	0.133121217	0.003437746	0.000329146	0.007826357	0.002322307	0.073564101	0.005394335	0.006363487	0.002322307	0.025453947	0.000109715	1.83E-05	0.354599813	1.83E-05	0	0.048731874	0.002249163	0	0.010770384	0.001060581	0.005723481	0.000493719	0.000384004	0.001371441	0	0.002139448	0.005211476	0.000914294	0.001609158	0.035986615	0.000292574	3.66E-05	0.134858376	0	0.006619489	0.013019548	0.000329146	0	5.49E-05	0	0.035584325	0.025380803	0.003437746	0.000128001	0.073564101	0.005394335	0.000566862	0.001024009	0.006564631	0.006363487	0.120083384	1.83E-05	0.051712473
ZXHCGKV-01	0.024166635	0.427826154	0.536767809	0.006904753	0	0.003068779	0.024166635	0.00291534	0.427826154	0.006060839	0.525835283	0.000115079	0.00141931	0.000460317	0.006214277	0	0.003068779	0.000383597	0.427826154	0.006060839	0.525835283	0.024166635	0.000115079	0.000230158	0.00141931	0.00291534	0.006214277	0	0.003068779	0.000383597	0.001687828	0.392688634	0.002570102	7.67E-05	0.024166635	0.000115079	0.000230158	0.00141931	0.065096475	0.000383597	0.022939123	0.007480149	0.004718248	0.455867122	0.002800261	0.006060839	0.004526449	0	0.003068779	0.001764548	0.000383597	0	0.004718248	7.67E-05	0	0.392688634	0.015152096	0.000115079	0.006022479	0.000230158	0	7.67E-05	0.000383597	0	0.00145767	0.000537036	0.002570102	0.023130922	0.001074073	0.000920634	0.000191799	0	0.446047029	0.000153439	0	0.020369021	0.001841267	0.0029537	0.00583068	0.006060839	0.001687828	0	0	0.009091258	0	0.002800261	0.004526449	0.003068779	0.001764548	7.67E-05	0.000421957	0.000997353	0.000383597	0.025624305	0.000115079	0.006329357
ZXHCGKV-02	0.00169118	0.725055091	0.26715523	0.004971045	0	0.001076206	0.00169118	0	0.725055091	0.00461231	0.259826782	0	0.004202327	0	0.002562394	0	0.001076206	0.000563727	0.725055091	0.00461231	0.259826782	0.00169118	0	0	0.004202327	0	0.002562394	0	0.001076206	0.000563727	0.002459899	0.636754984	0.012145749	0	0.00169118	0	0	0.004202327	0.10254702	0.000922462	0.024393994	0.055296469	0.008609645	0.143391585	0	0.00461231	0.000102496	0	0.001076206	0.000819966	0.000563727	0	0.008609645	0	0	0.636754984	0.016706811	0	0.006149746	0.003894839	0	0.000512479	0.000922462	0.000256239	0.00558602	0.000153744	0.012145749	0.001383693	0.00169118	0.000409983	0	0	0.131553323	0.00097371	0	0.046943064	0.000512479	0.002869882	0.007174704	0.004561062	0.002459899	0	0	0.010198329	0	0	0.000102496	0.001076206	0.000819966	0	0.000153744	0.002408651	0.000563727	0.031414954	0	0.003587352
ZXHCGKV-04	0.003482331	0.472797854	0.460923674	0.043158075	0	0.018953017	0.003482331	0.001598447	0.472797854	0.018781755	0.4531027	0.000285437	0.001883884	0	0.003824856	0	0.018953017	0.000513787	0.472797854	0.01866758	0.4531027	0.003482331	0.000285437	0	0.001883884	0.001598447	0.003824856	0	0.018953017	0.000513787	0.003253982	0.409602101	0.001598447	0	0.003482331	0.000285437	0	0.001883884	0.116458298	0.002568933	0.015013986	0.025004282	0.023177485	0.32967974	0.001141748	0.01866758	0.000570874	0	0.018953017	0.002797283	0.000513787	0	0.023177485	5.71E-05	0	0.409602101	0.005651653	0.000285437	0.00593709	0.002511846	0	0.003196894	0.002568933	0.000114175	0.002112234	0.000856311	0.001598447	0.003253982	0.002683108	0.001084661	0	5.71E-05	0.282582634	0.002112234	0	0.059199635	0.000970486	0.009761946	0.008391848	0.01866758	0.003253982	0	0	0.011931267	0.002911457	0.001141748	0.000513787	0.018953017	0.002797283	0	0.00022835	0.000513787	0.000513787	0.032653993	0	0.026545641
ZXHCGKV-05	0.025515113	0.413352842	0.461196184	0.085484647	0	0.014350998	0.025515113	0.002645715	0.413352842	0.022689008	0.438707608	0.00018039	0.011484807	0.062595206	0.007436062	0	0.014350998	0.000921992	0.413352842	0.022689008	0.438707608	0.025475026	0.00018039	0.062595206	0.011484807	0.002645715	0.007436062	0	0.014350998	0.000921992	0.004830434	0.363785777	0.001423074	0.000100216	0.025475026	0.00018039	0.062595206	0.011484807	0.23502766	0.007275716	0.011845586	0.031247495	0.006473984	0.192435661	0.001803896	0.022689008	0.002605628	0	0.014350998	0.002445282	0.000921992	0	0.006473984	4.01E-05	0	0.363785777	0.003026537	0.00018039	0.089934258	0.001563377	0	6.01E-05	0.007275716	0.000260563	0.011845586	0.000561212	0.001423074	0.024993987	0.005451776	0.007736711	8.02E-05	4.01E-05	0.184959513	6.01E-05	0	0.036498837	0.000260563	0.001122424	0.008558486	0.022689008	0.004830434	0.000200433	0	0.011424677	0.000200433	0.001743767	0.001122424	0.014350998	0.002445282	0.000100216	0.000100216	0.002826104	0.000921992	0.071554558	0	0.004429568
ZX52KVK-01	0.005784959	0.366276253	0.608104642	0.004787552	0.009660597	0.005357499	0.005784959	0.001966316	0.366190761	0.003904135	0.551480437	0.000170984	0.02952324	2.85E-05	0.009717591	0.009660597	0.005357499	0.015417059	0.366190761	0.003904135	0.551423442	0.005756462	0.000170984	2.85E-05	0.02952324	0.001937819	0.009717591	0.009660597	0.005357499	0.015417059	0.009717591	0.175714571	0.001082899	0.001168391	0.005756462	0.000170984	2.85E-05	0.02952324	0.287424126	0.000170984	0.061240774	0.000113989	0.129064432	0.247328375	0.001795332	0.003334188	0	0.009660597	0.005357499	0.014191673	0.015417059	0.009660597	0.129064432	0.000683936	0.000199481	0.175714571	0	0.000142487	0.082328802	0.001082899	0	0.000398963	0.000170984	0.00042746	0.000455957	0.0021373	0.001082899	0.002849734	0.003505172	0.010914479	2.85E-05	0.000113989	0.096919438	0.000911915	8.55E-05	0.088569719	0.002279787	0.007694281	0.05850503	0.003334188	0.009717591	8.55E-05	2.85E-05	0.026502522	0.042347041	0.00170984	0	0.005357499	0.014191673	0.000968909	0.001652845	0.028867801	0.015417059	0.073010174	0.000455957	0.097061925
ZX52KVK-04	0.018173506	0.569207909	0.388272945	0.006400732	0	0.017830609	0.018173506	0.000800091	0.569207909	0.005486341	0.369413647	0	0.013258658	0.00091439	0.004457652	0	0.017830609	0.000342896	0.569207909	0.005486341	0.369413647	0.018173506	0	0.00091439	0.013258658	0.000800091	0.004457652	0	0.017830609	0.000342896	0.004457652	0.486112699	0.000800091	0.006172134	0.018173506	0	0.00091439	0.013258658	0.241513316	0.005486341	0.018630701	0	0.063092925	0.113841582	0.000800091	0.004343354	0	0	0.017830609	0.001485884	0.000342896	0	0.063092925	0.000685793	0.000457195	0.486112699	0	0	0.060921248	0.000457195	0.002171677	0.001371585	0.005486341	0	0.004343354	0.003314665	0.000800091	0.014858841	0.007772317	0.021602469	0.000457195	0	0.010858384	0.008686707	0.000228598	0.102411704	0.00468625	0.012572865	0.007543719	0.004343354	0.003086067	0	0	0.00182878	0.050634358	0.000800091	0	0.017830609	0.001485884	0.005714939	0.002285976	0.013030061	0.000342896	0.039318779	0.004229055	0.028574694
ZX52KVK-1011	0.00221886	0.45501765	0.510237015	0.003681291	0.019162885	0.009631871	0.00221886	0.001210287	0.453403933	0.001059002	0.466717095	0.000201715	0.028895613	0.000151286	0.001159859	0.019162885	0.009631871	0.01225416	0.453403933	0.001059002	0.466717095	0.002168432	0.000201715	0.000151286	0.028895613	0.00110943	0.001159859	0.019162885	0.009631871	0.01225416	0.001059002	0.057034796	0.000857287	0.001512859	0.002168432	0.000201715	0.000151286	0.028895613	0.179374685	0.00110943	0.026525466	0.000403429	0.369440242	0.266464952	0.000806858	0.000655572	0.000100857	0.019162885	0.009631871	0.017397882	0.01225416	0.019162885	0.369440242	0.000302572	0.000958144	0.057034796	0	0.000201715	0.037115482	0.000201715	0	0.000302572	0.00110943	0.000655572	0.000403429	0.00075643	0.000857287	0.000806858	0.001765003	0.003681291	0	0	0.02193646	0.000353001	0.000302572	0.071911246	0.002723147	0.011497731	0.022592032	0.000655572	0.001059002	0.000403429	5.04E-05	0.004891578	0.093343419	0.000806858	0	0.009631871	0.017397882	0.000554715	0.001059002	0.027281896	0.01225416	0.05874937	0.001210287	0.138376198
ZX52KVK-1012	0.001404304	0.42804077	0.489513024	0.010011325	0.058029445	0.012865232	0.001404304	0	0.42804077	0.003488109	0.469037373	0.000317101	0.010056625	9.06E-05	0.001902605	0.057757644	0.012865232	0.008516421	0.42804077	0.003488109	0.469037373	0.001404304	0.000317101	9.06E-05	0.010056625	0	0.001902605	0.057757644	0.012865232	0.008516421	0.001902605	0.089603624	9.06E-05	0.000543601	0.001404304	0.000317101	9.06E-05	0.010056625	0.189399773	0.0001359	0.063374858	4.53E-05	0.274926387	0.263556059	0	0.001676104	0	0.057757644	0.012865232	0.015311438	0.008516421	0.057757644	0.274926387	0.000588901	0.0001359	0.089603624	4.53E-05	0.000226501	0.037191393	0.000407701	0	9.06E-05	0.0001359	0.000226501	0.001132503	0.000317101	9.06E-05	0.0001812	0.000770102	0.002672707	4.53E-05	0	0.042989807	0.000271801	0.000317101	0.085390713	0.004711212	0.006840317	0.056761042	0.001676104	0.001902605	0	0	0.002219706	0.085707814	0	0	0.012865232	0.015311438	0.000407701	0.000951302	0.009513024	0.008516421	0.059388448	0.001857305	0.126659117
ZX52KVK-1014	0.001396581	0.399855526	0.52217674	0.023067662	0.03891163	0.014351072	0.001396581	0	0.399711052	0.008909222	0.499157236	0.000674211	0.014399229	4.82E-05	0.003082109	0.03891163	0.014351072	0.005538165	0.399711052	0.008909222	0.499157236	0.001396581	0.000674211	4.82E-05	0.014399229	0	0.003082109	0.03891163	0.014351072	0.005538165	0.003082109	0.150493619	0.000337106	0.000722369	0.001396581	0.000674211	4.82E-05	0.014399229	0.235973995	0.001589213	0.048880327	0	0.200288948	0.241897424	0	0.004863954	0	0.03891163	0.014351072	0.01863713	0.005538165	0.03891163	0.200288948	0.000288948	0.00024079	0.150493619	0	0.000337106	0.041175054	0.001589213	0	0.000337106	0.001589213	0.00048158	0.002263424	0.001444739	0.000337106	0.00024079	0.001444739	0.004526848	4.82E-05	0.000192632	0.054081387	0.000529738	0.000433422	0.082590898	0.003467373	0.016132916	0.044160848	0.004863954	0.003082109	0	0	0.020226342	0.040549001	0	0	0.014351072	0.01863713	0.00048158	0.000818685	0.013291596	0.005538165	0.082205634	0.001252107	0.128389116
ZX52KVK-1021	0.001235839	0.342636457	0.503089598	0.021009269	0.029454171	0.100514933	0.001235839	0.000514933	0.341915551	0.011534501	0.466117405	0.00030896	0.006179197	0.000411946	0.013800206	0.028733265	0.100514933	0.016477858	0.341915551	0.011534501	0.466014418	0.001132853	0.00030896	0.000411946	0.006179197	0.000514933	0.013800206	0.028733265	0.100514933	0.016477858	0.013800206	0.136663234	0	0.001029866	0.001132853	0.00030896	0.000411946	0.006179197	0.140782698	0	0.04438723	0	0.160453141	0.298661174	0.000514933	0.005355304	0	0.028733265	0.100514933	0.02554068	0.016477858	0.028733265	0.160453141	0.002265705	0.000823893	0.136663234	0.000102987	0.00030896	0.011637487	0.00092688	0	0.000411946	0	0.000411946	0.004325438	0.001338826	0	0.00061792	0.001029866	0.001750772	0.000102987	0.000102987	0.025334706	0.000514933	0.000102987	0.044593203	0.006900103	0.042533471	0.033985582	0.005355304	0.013800206	0	0.000205973	0.019361483	0.047682801	0.000411946	0	0.100514933	0.02554068	0.000205973	0	0.005355304	0.016477858	0.05653965	0.003398558	0.178784758
ZX52KVK-1022	0.002452549	0.204307955	0.648965664	0.008104073	0.069204521	0.061953508	0.002452549	0.00085306	0.203988057	0.002665814	0.595329495	0.000319898	0.025271913	0.000213265	0.013329068	0.068991256	0.061953508	0.014182128	0.203988057	0.002665814	0.595222862	0.002452549	0.000319898	0.000213265	0.025271913	0.00085306	0.013329068	0.068991256	0.061953508	0.014182128	0.013115803	0.034442312	0	0.002239283	0.002452549	0.000319898	0.000213265	0.025271913	0.231392621	0.001066325	0.011836212	0	0.157709533	0.312006824	0.000746428	0.00085306	0.000213265	0.068991256	0.061953508	0.048517808	0.014182128	0.068991256	0.157709533	0.001599488	0.001066325	0.034442312	0	0.000319898	0.044359138	0.000533163	0	0.00042653	0.001066325	0.001172958	0.002132651	0.00085306	0	0.000319898	0.001279591	0.004265302	0.000106633	0	0.025485178	0.002559181	0.000213265	0.100127959	0.002239283	0.022286202	0.007570911	0.00085306	0.013115803	0	0	0.011942845	0.072723395	0.000746428	0.000213265	0.061953508	0.048517808	0.001172958	0.001386223	0.023779057	0.014182128	0.066325443	0.002026018	0.186287055
